	1	2
769	11906.0	11512.0
770	11741.0	11499.0
771	11667.0	11754.0
772	11697.0	11684.0
773	11615.0	11471.0
774	11746.0	11549.0
775	11779.0	11433.0
776	11800.0	11267.0
777	11797.0	11418.0
778	11741.0	11471.0
779	11583.0	11405.0
780	11683.0	11314.0
781	11485.0	11474.0
782	11507.0	11548.0
783	11411.0	11362.0
784	11450.0	11423.0
785	11388.0	11498.0
786	11548.0	11352.0
787	11500.0	11301.0
788	11561.0	11336.0
789	11466.0	11333.0
790	11440.0	11409.0
791	11376.0	11254.0
792	11317.0	11351.0
793	11307.0	11319.0
794	11432.0	11355.0
795	11444.0	11209.0
796	11366.0	11328.0
797	11329.0	11218.0
798	11429.0	11148.0
799	11284.0	11200.0
800	11436.0	11240.0
801	11020.0	11194.0
802	11188.0	11143.0
803	10930.0	11173.0
804	10976.0	11131.0
805	11020.0	11117.0
806	11200.0	11140.0
807	11087.0	11030.0
808	11031.0	11056.0
809	10988.0	10958.0
810	11115.0	11034.0
811	11242.0	11073.0
812	10910.0	11067.0
813	10959.0	10909.0
814	11125.0	10824.0
815	11048.0	10968.0
816	11159.0	11094.0
817	11001.0	10837.0
818	11006.0	10971.0
819	10912.0	10782.0
820	11116.0	10879.0
821	10974.0	10897.0
822	11086.0	10989.0
823	10982.0	10809.0
824	11010.0	10752.0
825	10920.0	11027.0
826	10717.0	10776.0
827	10844.0	10676.0
828	10919.0	10955.0
829	10850.0	10779.0
830	10881.0	10694.0
831	10726.0	10758.0
832	10779.0	10511.0
833	10783.0	10794.0
834	10666.0	10527.0
835	10771.0	10713.0
836	10671.0	10458.0
837	10650.0	10512.0
838	10620.0	10669.0
839	10560.0	10608.0
840	10686.0	10576.0
841	10582.0	10460.0
842	10463.0	10298.0
843	10593.0	10445.0
844	10631.0	10487.0
845	10546.0	10500.0
846	10572.0	10397.0
847	10505.0	10425.0
848	10377.0	10405.0
849	10472.0	10453.0
850	10686.0	10289.0
851	10476.0	10480.0
852	10508.0	10452.0
853	10347.0	10370.0
854	10441.0	10389.0
855	10664.0	10398.0
856	10332.0	10354.0
857	10260.0	10422.0
858	10398.0	10326.0
859	10441.0	10327.0
860	10374.0	10100.0
861	10352.0	10175.0
862	10358.0	10054.0
863	10447.0	10284.0
864	10178.0	10208.0
865	10165.0	10266.0
866	10323.0	10168.0
867	10122.0	10006.0
868	10399.0	10210.0
869	10185.0	10001.0
870	10211.0	9964.0
871	10464.0	10234.0
872	10213.0	10067.0
873	10174.0	10027.0
874	10361.0	10114.0
875	10131.0	9923.0
876	10243.0	9972.0
877	9990.0	10104.0
878	10181.0	10074.0
879	9945.0	10023.0
880	10090.0	9940.0
881	9860.0	10134.0
882	9923.0	9930.0
883	10050.0	10006.0
884	10135.0	10056.0
885	10077.0	9830.0
886	10068.0	9894.0
887	10082.0	9873.0
888	9969.0	10028.0
889	9986.0	9978.0
890	10020.0	9886.0
891	9888.0	9886.0
892	10022.0	9821.0
893	9916.0	9960.0
894	9933.0	9756.0
895	9972.0	9865.0
896	9557.0	9906.0
897	9951.0	9678.0
898	9730.0	9736.0
899	9781.0	9646.0
900	9800.0	9853.0
901	9900.0	9684.0
902	9792.0	9577.0
903	9716.0	9702.0
904	9769.0	9608.0
905	9773.0	9793.0
906	9631.0	9578.0
907	9751.0	9501.0
908	9556.0	9546.0
909	9720.0	9685.0
910	9565.0	9655.0
911	9587.0	9488.0
912	9666.0	9524.0
913	9522.0	9435.0
914	9639.0	9523.0
915	9479.0	9658.0
916	9509.0	9567.0
917	9543.0	9458.0
918	9435.0	9424.0
919	9544.0	9499.0
920	9512.0	9379.0
921	9554.0	9534.0
922	9429.0	9352.0
923	9407.0	9331.0
924	9392.0	9245.0
925	9451.0	9296.0
926	9435.0	9306.0
927	9219.0	9325.0
928	9340.0	9471.0
929	9310.0	9377.0
930	9355.0	9151.0
931	9269.0	9264.0
932	9242.0	9361.0
933	9274.0	9245.0
934	9243.0	9287.0
935	9204.0	9248.0
936	9461.0	9313.0
937	9363.0	9375.0
938	9441.0	9115.0
939	9165.0	9225.0
940	9270.0	9224.0
941	9253.0	9204.0
942	9257.0	9123.0
943	9132.0	9218.0
944	9249.0	9039.0
945	9280.0	9022.0
946	9025.0	9088.0
947	9234.0	9051.0
948	9025.0	9201.0
949	9087.0	9065.0
950	8987.0	9083.0
951	9076.0	8906.0
952	9140.0	9219.0
953	9068.0	9130.0
954	9106.0	9190.0
955	8974.0	9131.0
956	9003.0	9129.0
957	9040.0	9000.0
958	8924.0	8900.0
959	8895.0	8894.0
960	8949.0	9073.0
961	9180.0	9033.0
962	9018.0	8859.0
963	9042.0	8952.0
964	9195.0	8866.0
965	9026.0	9000.0
966	8781.0	8676.0
967	8984.0	8970.0
968	9051.0	8978.0
969	8877.0	8911.0
970	8944.0	8985.0
971	8933.0	8979.0
972	9004.0	8913.0
973	8932.0	8883.0
974	8780.0	8861.0
975	8863.0	8786.0
976	8827.0	8958.0
977	8898.0	8876.0
978	8847.0	8727.0
979	8909.0	8643.0
980	8892.0	8878.0
981	8784.0	8937.0
982	8789.0	8773.0
983	8767.0	8717.0
984	8858.0	8733.0
985	8796.0	8786.0
986	8769.0	8811.0
987	8643.0	8680.0
988	8757.0	8587.0
989	8617.0	8635.0
990	8654.0	8840.0
991	8627.0	8705.0
992	8609.0	8515.0
993	8707.0	8635.0
994	8546.0	8677.0
995	8734.0	8608.0
996	8636.0	8732.0
997	8464.0	8786.0
998	8564.0	8445.0
999	8350.0	8585.0
1000	8695.0	8479.0
1001	8459.0	8491.0
1002	8584.0	8524.0
1003	8491.0	8487.0
1004	8602.0	8617.0
1005	8615.0	8437.0
1006	8459.0	8578.0
1007	8498.0	8522.0
1008	8526.0	8444.0
1009	8294.0	8348.0
1010	8452.0	8395.0
1011	8499.0	8438.0
1012	8419.0	8413.0
1013	8365.0	8405.0
1014	8227.0	8456.0
1015	8360.0	8423.0
1016	8403.0	8477.0
1017	8417.0	8102.0
1018	8408.0	8201.0
1019	8229.0	8197.0
1020	8257.0	8328.0
1021	8272.0	8242.0
1022	8232.0	8585.0
1023	8210.0	8115.0
1024	8344.0	8062.0
1025	8205.0	8297.0
1026	8211.0	8174.0
1027	8290.0	8228.0
1028	8179.0	8139.0
1029	8264.0	8143.0
1030	8064.0	8316.0
1031	8172.0	8177.0
1032	8129.0	8147.0
1033	8129.0	8152.0
1034	8110.0	8313.0
1035	8099.0	8121.0
1036	8023.0	7990.0
1037	8229.0	8023.0
1038	8178.0	7941.0
1039	7945.0	8073.0
1040	8025.0	8080.0
1041	8063.0	7932.0
1042	8065.0	7963.0
1043	8079.0	8127.0
1044	7998.0	8014.0
1045	7951.0	7943.0
1046	7864.0	8020.0
1047	7948.0	8013.0
1048	7917.0	8137.0
1049	8020.0	8000.0
1050	8047.0	8103.0
1051	8027.0	8105.0
1052	7860.0	8010.0
1053	7924.0	8046.0
1054	7800.0	8040.0
1055	7867.0	7860.0
1056	7776.0	8010.0
1057	7927.0	7957.0
1058	7773.0	7859.0
1059	8003.0	7713.0
1060	7790.0	7920.0
1061	7791.0	7867.0
1062	7734.0	7950.0
1063	7780.0	7856.0
1064	7650.0	7822.0
1065	7845.0	7688.0
1066	7755.0	7781.0
1067	7839.0	7987.0
1068	7936.0	7778.0
1069	7759.0	7762.0
1070	7646.0	7695.0
1071	7627.0	7705.0
1072	7720.0	7719.0
1073	7721.0	7555.0
1074	7647.0	7852.0
1075	7643.0	7596.0
1076	7724.0	7815.0
1077	7529.0	7728.0
1078	7661.0	7693.0
1079	7754.0	7581.0
1080	7718.0	7714.0
1081	7709.0	7553.0
1082	7450.0	7752.0
1083	7748.0	7592.0
1084	7523.0	7706.0
1085	7529.0	7492.0
1086	7465.0	7439.0
1087	7729.0	7553.0
1088	7431.0	7603.0
1089	7585.0	7632.0
1090	7432.0	7414.0
1091	7659.0	7406.0
1092	7433.0	7561.0
1093	7485.0	7516.0
1094	7361.0	7514.0
1095	7385.0	7458.0
1096	7336.0	7338.0
1097	7451.0	7553.0
1098	7417.0	7332.0
1099	7520.0	7418.0
1100	7274.0	7302.0
1101	7430.0	7463.0
1102	7403.0	7306.0
1103	7430.0	7369.0
1104	7288.0	7426.0
1105	7332.0	7238.0
1106	7407.0	7407.0
1107	7438.0	7511.0
1108	7387.0	7501.0
1109	7197.0	7296.0
1110	7432.0	7336.0
1111	7233.0	7259.0
1112	7410.0	7249.0
1113	7175.0	7352.0
1114	7341.0	7284.0
1115	7218.0	7286.0
1116	7277.0	7333.0
1117	7271.0	7178.0
1118	7249.0	7164.0
1119	7255.0	7231.0
1120	7267.0	7203.0
1121	7306.0	7278.0
1122	7134.0	7193.0
1123	7269.0	7212.0
1124	7285.0	7364.0
1125	7133.0	7216.0
1126	7156.0	7280.0
1127	7035.0	7260.0
1128	7183.0	7092.0
1129	7116.0	7068.0
1130	7125.0	7173.0
1131	7258.0	7171.0
1132	7127.0	7134.0
1133	7155.0	7203.0
1134	7149.0	7225.0
1135	7034.0	7105.0
1136	6955.0	7223.0
1137	7162.0	7112.0
1138	7103.0	7025.0
1139	6916.0	7124.0
1140	7137.0	6961.0
1141	7132.0	6874.0
1142	7154.0	7103.0
1143	6934.0	7150.0
1144	7153.0	7164.0
1145	6994.0	7136.0
1146	7067.0	7074.0
1147	6907.0	7069.0
1148	6883.0	7185.0
1149	6958.0	6913.0
1150	6927.0	7009.0
1151	6838.0	7049.0
1152	6972.0	7101.0
1153	7120.0	6925.0
1154	6847.0	6740.0
1155	6938.0	6956.0
1156	7064.0	6892.0
1157	6767.0	6701.0
1158	6920.0	6757.0
1159	6852.0	6952.0
1160	6727.0	6921.0
1161	6764.0	6887.0
1162	6913.0	6893.0
1163	6851.0	6808.0
1164	6911.0	6706.0
1165	6756.0	6846.0
1166	6731.0	6666.0
1167	6788.0	6718.0
1168	6787.0	6639.0
1169	6698.0	6794.0
1170	6816.0	6742.0
1171	6742.0	6813.0
1172	6763.0	6689.0
1173	6522.0	6657.0
1174	6631.0	6702.0
1175	6686.0	6730.0
1176	6638.0	6792.0
1177	6640.0	6579.0
1178	6782.0	6550.0
1179	6599.0	6659.0
1180	6627.0	6424.0
1181	6611.0	6554.0
1182	6432.0	6637.0
1183	6513.0	6679.0
1184	6649.0	6524.0
1185	6490.0	6440.0
1186	6456.0	6467.0
1187	6504.0	6607.0
1188	6502.0	6621.0
1189	6591.0	6430.0
1190	6474.0	6508.0
1191	6521.0	6557.0
1192	6368.0	6439.0
1193	6629.0	6589.0
1194	6398.0	6465.0
1195	6482.0	6460.0
1196	6600.0	6696.0
1197	6563.0	6599.0
1198	6337.0	6311.0
1199	6422.0	6616.0
1200	6511.0	6637.0
1201	6407.0	6484.0
1202	6460.0	6379.0
1203	6492.0	6332.0
1204	6474.0	6497.0
1205	6328.0	6401.0
1206	6223.0	6436.0
1207	6505.0	6512.0
1208	6268.0	6435.0
